label,bankname,CERT
1,SHINHAN BANK AMERICA,33188
1,PREMIER BANK MINNESOTA,33204
2,BIG BEND BANKS N A,3320
1,NORTHRIM BANK,33216
3,TRUST CO OF TOLEDO NA,33239
1,FIRST NB OF CENTRAL TEXAS,3325
2,MASON BANK,3327
1,CIBC BANK USA,33306
1,FIRST NB OF MCGREGOR,3330
3,ANZ GUAM INC,33316
2,FIRST BANK&TRUST OF MEMPHIS,3335
2,MENARD BANK,3336
1,TEXAS NATIONAL BANK,3337
1,ENTERPRISE BANK,33380
2,FIRST NB OF MERTZON,3339
2,LEDYARD NATIONAL BANK,33418
1,INCOMMONS BANK N A,3342
2,CITIZENS FIRST BANK,33440
1,ARBOR BANK,33450
2,OAK VALLEY COMMUNITY BANK,33457
1,TODAYS BANK,33470
0,CRESCENT BANK,33492
2,CHARLES SCHWAB PREMIER BK SS,33497
1,UNITY BANK,33503
2,FIRST NB OF COFFEE COUNTY,33506
2,FIRST NATIONAL BANK OF MOODY,3351
1,PREFERRED BANK,33539
2,BOONE BANK&TRUST CO,33552
1,SOUTHSTATE BANK NA,33555
1,DESJARDINS BANK NA,33565
1,UNITED BANK OF PHILADELPHIA,33568
1,LEE BANK,33645
2,BANK OF EAST ASIA LTD,33646
2,BANK OF INDIA,33648
2,INDUSTRIAL BANK OF KOREA,33649
2,BANK OF CHINA,33653
2,METROPOLITAN BANK&TRUST CO,33656
2,MIZRAHI TEFAHOT BANK LTD,33661
2,STATE BANK OF INDIA,33664
2,BANK OF BARODA,33681
2,STATE BANK OF INDIA,33682
2,ALLIED IRISH BANKS,33684
2,BANK HAPOALIM B M,33686
2,NORMANGEE STATE BANK,3368
2,BANCO BILBAO VIZCAYA SA,33690
2,STANDARD CHARTERED BANK PLC,33692
2,MASHREQBANK PSC,33693
1,INTERNATIONAL BK OF CHICAGO,33708
2,CITIZENS COMMUNITY BANK,33739
2,CITIZENS COMMUNITY BANK,33753
2,STARION BANK,33758
2,VILLAGE BANK,33761
2,OZONA BANK,3376
2,STIFEL TRUST CO NA,33785
1,FIRST CMTY BANK OF E TN,33794
1,TIOGA-FRANKLIN SAVINGS BANK,33802
1,WHEATON B&T NA,33803
2,COMMUNITY BANK OF ELMHURST,33805
1,AMERICAN NB FOX CITIES,33812
1,PRIORITY BANK,33818
1,CAPITAL COMMUNITY BANK,33823
3,FDS BANK,33831
1,FIRST CMTY BK OF THE OZARKS,33832
1,HINSDALE B&T CO NA,33849
1,LIBERTY NB IN PARIS,3384
2,BANK OF MILAN,33851
3,CREDIT FIRST NATIONAL ASSN,33855
1,CATSKILL HUDSON BANK,33859
1,NATIONAL BANK OF INPOLIS,33860
1,QUAD CITY BANK&TRUST CO,33867
3,RAYMOND JAMES TRUST NA,33879
1,FIRSTBANK SOUTHWEST,3387
1,WISCONSIN RIVER BANK,33880
2,PERRYTON NATIONAL BANK,3388
1,RAYMOND JAMES BANK,33893
2,POINTBANK,3389
1,HERITAGE BANK OF COMMERCE,33905
2,FRONTIER BANK,33922
2,CHARLEVOIX STATE BANK,33926
1,PATRIOT BANK NATIONAL ASSN,33928
1,WINTRUST BANK NATIONAL ASSN,33935
2,TD BANK USA NATIONAL ASSN,33947
1,NATBANK NATIONAL ASSN,33959
3,SYNOVUS TRUST CO NA,33962
2,FIRST CAPITAL BANK,3399
1,TEXAS REPUBLIC BANK NA,3400
1,EVERTRUST BANK,34010
1,VILLAGE B&T NA,34011
2,TEXAS NATIONAL BANK,34014
2,FIRST NB OF QUITAQUE,3401
1,COMMUNITY BANK,34020
1,TNBANK,34023
1,TIME BANK,34038
1,FIRST AMERICAN STATE BANK,34040
1,FIRST COMMUNITY BANK,34047
2,BAY BANK,34052
3,DEUTSCHE BANK TRUST CO NA,34056
3,PRIVATE TRUST CO NA,34057
2,LUSITANIA SAVINGS BANK,34058
1,VANTAGE BANK TEXAS,3405
3,UMB BANK&TRUST NATIONAL ASSN,34065
1,THOMASVILLE NATIONAL BANK,34068
3,WILMINGTON TRUST NA,34069
1,LIBERTYVILLE B&T CO NA,34073
1,CAPITOL BANK,34074
2,PEOPLES BANK BILOXI MS,340
1,SUMMIT COMMUNITY BANK INC,34102
1,PAN AMERICAN BANK&TRUST,34108
1,BANK OF ANN ARBOR,34120
1,GREATER COMMUNITY BANK,34138
1,PEOPLES BANK OF SENECA,34146
1,BANK RHODE ISLAND,34147
2,BANK OF STAR VALLEY,34148
1,FIRST UNITED BANK&TRUST CO,34150
2,COMMUNITY BK CO FITZGERALD,34160
1,WEST POINTE BANK,34162
1,ONB BANK,34171
2,APPLIED BANK,34193
1,GREAT PLAINS NATIONAL BANK,34207
1,COMMUNITY BANK OF THE BAY,34210
1,PLATTE VALLEY BANK,34211
1,FIRST BANK,34217
2,MORGAN STANLEY PRIVATE BK NA,34221
2,CITIZENS BANK OF GEORGIA,34229
1,MARINE BANK&TRUST CO,34233
1,WOLF RIVER COMMUNITY BANK,34240
2,PACIFIC COAST BANKERS BANK,34252
1,PLANTERS BANK INC,34254
1,CROWN BANK,34259
1,CFG BANK,34294
1,FARMERS STATE BANK,342
2,WESTAMERICA BANK,3430
1,EAGLEMARK SAVINGS BANK,34313
1,SOUTHWESTERN NATIONAL BANK,34319
3,DSRM NATIONAL BANK,34331
1,AMERICAN METRO BANK,34334
3,USAA SAVINGS BANK,34351
1,CITY FIRST BANK NA,34352
1,CORE BANK,34363
1,TEXAS CAPITAL BANK,34383
2,PREMIER BANK,34384
1,SPRING VALLEY BANK,34386
1,1ST EQUITY BANK,34393
2,SECURITY NB OF SOUTH DAKOTA,34394
1,BARRINGTON B&T CO NA,34395
1,FORTIS PRIVATE BANK,34401
0,COASTAL COMMUNITY BANK,34403
1,WEBBANK,34404
2,NORTHSTAR BANK,34407
1,THE BANK,34409
2,FIRST NORTHERN BANK OF DIXON,3440
2,FIRST COMMAND BANK,34415
1,NORTHSIDE COMMUNITY BANK,34416
1,AMERICAN BANK,34422
1,STATE BANK,34441
1,CUSTOMERS BANK,34444
2,FIRST NATIONAL BANK,34455
1,KEYSTONE BANK SSB,34456
2,BANK OF JACKSON,34457
1,MILLENNIAL BANK,34460
3,WELLS FARGO DE TR CO NA,34465
3,CEDAR HILL NATIONAL BANK,34478
2,HIAWATHA BANK&TRUST CO,34488
2,EDISON NATIONAL BANK,34489
1,FIRST COMMERCIAL BANK USA,34496
2,PRINCIPAL BANK,34507
2,PEOPLES BANK OF EAST TN,34517
0,MERRICK BANK,34519
1,PRAIRIE COMMUNITY BANK,34526
1,FIRST COMMUNITY BANK,34533
0,TCM BANK NATIONAL ASSN,34535
1,NEIGHBORHOOD NATIONAL BANK,34548
1,ENCORE BANK,34562
1,ALLIANCE BANK,34566
1,PACIFIC CREST SAVINGS BANK,34585
3,U S BANK TRUST CO NA,34588
1,ATLANTIC UNION BANK,34589
1,MERCANTILE BANK,34598
2,PITNEY BOWES BANK INC,34599
1,MVB BANK INC,34603
1,AMERICAN BANK OF OKLAHOMA,34606
1,FIRST INTERNET BANK OF IN,34607
2,COMMUNITY FIRST BANKING CO,34610
2,MACATAWA BANK,34618
3,ITS BANK,34619
2,COMMUNITY FIRST BANK,34627
3,COMPUTERSHARE TRUST CO NA,34629
1,SUNSTATE BANK,34643
1,KEY COMMUNITY BANK,34644
1,AMERICAN FIRST NATIONAL BANK,34656
2,NORTH GEORGIA NATIONAL BANK,34662
2,COMMUNITY BANK,34666
1,CRYSTAL LAKE B&T CO NA,34681
2,PEOPLES BANK OF COMMERCE,34685
1,CHARTER BANK,34686
0,WEX BANK,34697
1,METROPOLITAN COMMERCIAL BANK,34699
3,NATIONWIDE TRUST CO FSB,34710
2,FARMERS BLDG&SVG BANK,34711
1,TOWN BANK NATIONAL ASSN,34717
1,FARMERS&MERCHANTS BK COLBY,34719
2,NEW MEXICO BANK&TRUST,34726
1,INDEPENDENT BANK,34728
3,NEW COVENANT TRUST CO NA,34732
1,EAGLEBANK,34742
2,CLEARPOINT FEDERAL B&T,34748
2,FIRST CMTY BANK OF HILLSBORO,34752
1,VIRGINIA NATIONAL BANK,34755
1,ASIAN BANK,34759
1,PORTAGE COMMUNITY BANK,34760
1,TIAA FSB,34775
2,FIRST TRUST BANK OF ILLINOIS,34778
1,TRANSPORTATION ALLIANCE BK D,34781
1,COMMERCIAL CAPITAL BANK,34784
1,ENTERPRISE BANK,34786
1,AMERICAN BUSINESS BANK,34788
3,THRIVENT TRUST CO,34799
1,RESOURCE BANK,34803
1,MISSION BANK,34805
1,NEBRASKALAND BANK,34811
3,U S BANK TRUST NA SD,34813
1,NORTH AMERICAN BANKING CO,34836
1,SOUTHERN BANK OF TENNESSEE,34847
1,PREMIER BANK,34849
2,COMMUNITY BANK OF OELWEIN,34857
1,NEW REPUBLIC BANK,34860
1,CONNECTICUT CMTY BANK NA,34876
1,SUSSER BANK,34885
1,PARKE BANK,34888
1,NEW PEOPLES BANK INC,34890
1,PREFERRED BANK,34900
1,COGENT BANK,34908
1,FIRST NB OF HEREFORD,34918
1,ALLIANCE BANK,34930
1,LEGENDS BANK,34936
2,COMMERCE BANK,34938
1,NORTHPOINTE BANK,34953
1,AMERICAN B&T CO NA,34955
1,FIRST CAPITAL BANK,34966
1,POPULAR BANK,34967
0,BANCO POPULAR DE PUERTO RICO,34968
1,FIRST CENTRAL SAVINGS BANK,34969
2,PEOPLES SAVINGS BANK,34973
2,SYNERGY BANK,34978
2,RED RIVER BANK,34980
1,FIRST CENTRAL BANK MCCOOK,34995
1,BAYFIRST NATIONAL BANK,34997
1,FIRST IC BANK,34998
1,NBKC BANK,35014
1,LONE STAR CAPITAL BANK NA,35015
1,CURRENCY BANK,35019
1,COMMUNITY FIRST BANK,35020
1,AB&T,35029
1,FREEDOM FINANCIAL BANK,35031
1,AMERICAN COMMUNITY BANK,35033
2,HEARTLAND NATIONAL BANK,35052
2,MADISON CNTY CMTY BANK,35056
2,SETTLERS BANK,35060
3,CHICAGO TRUST CO NA,35063
3,PHILADELPHIA TRUST CO,35075
2,PETIT JEAN STATE BANK,35084
2,COMMUNITY BANK OF MEMPHIS,35094
1,TOWNEBANK,35095
1,BUCKEYE COMMUNITY BANK,35101
1,IDAHO TRUST BANK,35103
1,SENB BANK,35109
0,BANK OF AMERICA NA,3510
1,VILLAGE BANK,35111
1,AUTO CLUB TRUST FSB,35115
1,CENTERBANK,35117
1,COMMUNITY BK OF WICHITA INC,35118
0,WELLS FARGO BANK NA,3511
2,SAUK VALLEY BANK&TRUST CO,35131
1,MILLENNIUM BANK,35138
1,SEATTLE BANK,35139
1,BMW BANK OF NORTH AMERICA,35141
1,NEW MILLENNIUM BANK,35151
1,M Y SAFRA BANK FSB,35154
1,FARM BUREAU BANK FSB,35157
2,MURRAY BANK,35161
3,CAPITAL BANK&TRUST CO,35164
1,STATE BANK,35169
1,BOUNDARY WATERS BANK,35172
3,FIDELITY PERSONAL TR CO FSB,35206
1,BANK OF THE JAMES,35207
2,COMMUNITY BANK OF THE SOUTH,35212
1,FIRST RELIANCE BANK,35214
1,FLAGLER BANK,35218
2,WYOMING COMMUNITY BANK,35220
1,FREEDOM BANK,35221
1,FIRST SECURE COMMUNITY BANK,35223
2,SOUTHERN ILLINOIS BANK,35229
1,EVERGREEN BANK GROUP,35230
2,CENTURY BANK OF GEORGIA,35236
2,JOHN DEERE FINANCIAL FSB,35237
1,OPTUS BANK,35241
3,OLD POINT TRUST&FINL SERVICE,35248
1,TWIN CITY BANK,35261
1,BLUE RIDGE BANK NA,35274
1,FREEDOM BANK OF SOUTHERN MO,35276
1,CAPITAL BANK NATIONAL ASSN,35278
1,CORNERSTONE BANK,35286
1,GREAT AMERICAN BANK,35292
1,SOUTHERN FIRST BANK,35295
2,BANK OF BAKER,352
2,OLD MISSION BANK,35303
1,ALAMERICA BANK,35314
3,GLENMEDE TRUST CO NA,35317
2,GEORGIA COMMUNITY BANK,35320
1,FINWISE BANK,35323
1,LIBERTY BANK NATIONAL ASSN,35331
1,OAK BANK,35333
1,FIVE STAR BANK,35361
1,BANK OF OAK RIDGE,35365
2,CHINO COMMERCIAL BANK N A,35366
2,ALPINE CAPITAL BANK,35377
3,SEI PRIVATE TRUST CO,35388
1,UNITED TRUST BANK,35393
2,MASSMUTUAL TRUST CO,35394
1,BANKVISTA,35406
1,YAMPA VALLEY BANK,35407
1,AMERICAN COMMUNITY B&T,35412
3,BESSEMER TR CO OF CA NA,35413
1,TRISTAR BANK,35417
1,BRANSON BANK,35420
1,UNITED NATIONAL BANK,35427
1,OPTIMUMBANK,35430
2,BANK OF BROOKHAVEN,35439
1,FOUR CORNERS COMMUNITY BANK,35441
1,CITIZENS BK CUMBERLAND CNTY,35442
1,BCORP BANK NATIONAL ASSN,35444
1,CENTURY BANK OF KENTUCKY INC,35450
2,HOMETOWN BANK OF CORBIN INC,35455
1,1ST COLONIAL COMMUNITY BANK,35456
1,CITIZENS FIRST BANK,35477
1,CROWN BANK,35480
1,WESTERN HERITAGE BANK,35492
1,QUAINT OAK BANK,35497
1,BANC OF CALIFORNIA NA,35498
2,CYPRESS BANK&TRUST,35506
3,DAVIDSON TRUST CO,35510
1,COMMUNITY BK OF PICKENS CNTY,35513
1,FEDERAL SAVINGS BANK,35518
1,NORTH STATE BANK,35519
1,INSBANK,35521
1,FIRST CAROLINA BANK,35530
1,FIRST ELECTRONIC BANK,35533
1,BCB COMMUNITY BANK,35541
1,BANK OF FRANKLIN COUNTY,35543
1,AXOS BANK,35546
1,CANYON COMMUNITY BANK NA,35547
1,CENTURY BANK OF FLORIDA,35558
1,AMERICAN BANK&TRUST CO INC,35568
1,PINNACLE BANK,35583
1,COMMUNITY FIRST NB,35585
1,NEW FRONTIER BANK,35597
3,COUNTRY TRUST BANK,35602
1,PEOPLES BANK OF MIDDLE TN,35604
2,FIRST NB OF MOUNT DORA,3579
2,STOCKMENS BANK,358
2,ARCOLA FIRST BANK,3598
2,FIRST NB OF ARENZVILLE,3599
2,AUBURNBANK,35
2,FIRST NB OF ASSUMPTION,3600
2,ATLANTA NATIONAL BANK,3601
1,OLD SECOND NATIONAL BANK,3603
2,FIRST NB OF BEARDSTOWN,3607
2,MIDAMERICA NATIONAL BANK,3612
2,CASEY STATE BANK,3614
2,FIRST NATIONAL BANK&TRUST CO,3639
1,FIRST MONTANA BANK INC,363
2,FIRST AMERICAN BANK,3657
1,UNION NB&T CO OF ELGIN,3661
1,INB NATIONAL ASSN,3664
1,GRAND RIDGE NATIONAL BANK,3674
2,HAVANA NATIONAL BANK,3677
2,FIRST NATIONAL BANK OF LACON,3688
2,HOMETOWN NATIONAL BANK,3691
2,LEMONT NATIONAL BANK,3693
2,FIRST SECURITY BANK,3698
2,RESOURCE BANK NATIONAL ASSN,3701
2,FIRST BANK OF MANHATTAN,3702
1,FIRST MID B&T NA,3705
2,MIDWEST BANK,3711
2,GRUNDY BANK,3713
1,AMERICAN COMMERCIAL B&T NA,3719
1,FIRST NATIONAL BANK OF PANA,3720
1,PROSPECT BANK,3722
2,FARMERS NATIONAL BANK,3732
2,FIRST CMTY BK MOULTRIE CNTY,3745
1,FIRST NEIGHBOR BANK NA,3747
2,FIRST NB IN TREMONT,3749
2,ANNA JONESBORO NATIONAL BANK,3759
2,FIRST NATIONAL BANK OF AVA,3761
2,GREAT RIVERS BANK,3762
2,FIRST NB OF BROWNSTOWN,3770
1,CNB BANK&TRUST N A,3775
1,FIRST NATIONAL BANK OF CARMI,3777
2,DIETERICH BANK,3787
2,FAIRFIELD NATIONAL BANK,3792
2,BRADFORD NB OF GREENVILLE,3799
2,KINMUNDY BANK,3805
2,FIRST NB OF LITCHFIELD,3807
2,LITCHFIELD NATIONAL BANK,3808
1,PEOPLES NATIONAL BANK N A,3809
2,CITY NB OF METROPOLIS,3814
1,FIRST B&T CO OF MURPHYSBORO,3818
2,FARMERS&MERCHANTS NB NASHVIL,3821
2,FIRST NB OF OKAWVILLE,3826
2,OLD EXCHANGE NB OF OKAWVILLE,3827
2,FIRST NB OF RAYMOND,3830
1,OLD NATIONAL BANK,3832
1,FIRST NB OF SANDOVAL,3834
2,FIRST NB OF SPARTA,3837
2,FNB COMMUNITY BANK,3840
2,FIRST NB OF WATERLOO,3842
2,SECURITY NATIONAL BANK,3845
1,COMMUNITY 1ST BK HEARTLAND,3846
1,OHIO VALLEY BANK CO,384
2,FIRST CMTY BANK XENIA-FLORA,3850
2,BANK OF 1889,3854
2,FIRST NB OF EASTERN ARKANSAS,3863
1,FIRST NB OF FORT SMITH,3864
1,ANSTAFF BANK,3869
2,EAGLE BANK&TRUST CO,3873
1,FIRST NATIONAL BANK,3887
1,SIMMONS BANK,3890
2,FIRST NB LAWRENCE CNTY WALNU,3896
2,PEOPLES BANK,389
2,FIRST NB&T CO OF BOTTINEAU,3902
2,HEARTLAND STATE BANK,3919
1,ALERUS FINANCIAL NA,3931
1,ASPIRE BANK,3934
1,FIRST BANK&TRUST,3973
2,DNB NATIONAL BANK,3977
2,FIRST NB OF FREDERICK,3985
2,FIRST NB IN PHILIP,3999
2,FIRST SUMMIT BANK,399
1,ROBERTSON BANKING CO,39
2,BANKWEST INC,4009
1,FIRST NB IN SIOUX FALLS,4016
1,FIRST DAKOTA NATIONAL BANK,4028
1,VISION BANK,4029
2,SOONER STATE BANK,402
1,FRAZER BANK,4031
1,NBC OKLAHOMA,4032
2,BANCCENTRAL NATIONAL ASSN,4033
2,FIRST NB&T CO OF ARDMORE,4037
2,FIRST SECURITY BANK,4041
1,LEGACY BANK,4042
1,SPIRITBANK,4048
1,FIRST ENTERPRISE BANK,4049
2,FARMERS STATE BANK,404
1,FIRST NB&T CO BROKEN ARROW,4050
2,ALLNATIONS BANK,4051
1,FARMERS BANK,4054
2,PEOPLES NB OF CHECOTAH,4059
1,ACB BANK,4061
2,FIRST NB&T CO CHICKASHA OK,4062
1,MIDFIRST BANK,4063
2,OKLAHOMA BANK&TRUST CO,4067
2,CLEO STATE BANK,406
2,FNB COWETA,4071
2,SOUTHWEST BK OF WEATHERFORD,4076
1,CITIZENS BANK OF EDMOND,4084
2,FIRST NATIONAL BANK&TRUST,4086
1,BANK OF WESTERN OKLAHOMA,4087
2,STRIDE BANK NATIONAL ASSN,4091
2,FIRST BANK,4092
2,BANK OF EUFAULA,4094
2,FARMERS&MERCHANTS NB FAIRVIE,4097
2,FIRST NB OF FLETCHER,4098
2,FIRST NATIONAL BANK,4111
2,1ST BANK IN HOMINY,4122
2,FIRST NB OF HOOKER,4123
1,CITY NB&T CO OF LAWTON OK,4132
1,FIRST NB OF LINDSAY,4134
2,FARMERS&MERCHANTS BANK,4144
2,FIRST NB&T CO OF MCALESTER,4145
2,BANK NATIONAL ASSN,4146
1,BANK 7,4147
2,FIRST NB&T CO OF MIAMI,4148
2,STOCK EXCHANGE BANK,414
1,REGENT BANK,4160
2,FIRST NB IN OKEENE,4161
2,FIRST NB&T CO OF OKMULGEE,4170
2,PAULS VALLEY NATIONAL BANK,4173
1,SECURITY BANK,4178
1,FIRST PRYORITY BANK,4185
1,MCCLAIN BANK,4187
1,HIGH PLAINS BANK,418
2,AMERICAN HERITAGE BANK,4190
2,SEILING STATE BANK,4193
2,SNB BANK NATIONAL ASSN,4196
2,FIRST NB OF STIGLER,4199
2,PHENIX-GIRARD BANK,41
2,ANCHOR D BANK,4208
2,FIRST BANK OF THOMAS,4209
2,BANK OF VICI,420
1,FIRST NB OF OKLAHOMA,4211
1,BOKF NATIONAL ASSN,4214
2,COMMUNITY BANK OF OKLAHOMA,4217
2,SECURITY STATE BANK,421
2,FIRST FARMERS NB OF WAURIKA,4222
2,FIRST BETHANY BANK&TRUST,4228
2,STATE BANK OF WYNNEWOOD,4232
2,YNB,4235
2,SHAMROCK BANK N A,4236
1,FIRST UNITED BANK&TRUST CO,4239
1,IDABEL NATIONAL BANK,4241
1,CAMDEN NATIONAL BANK,4255
1,FIRST NATIONAL BANK,4256
1,FIRST NB OF LOUISIANA,4288
1,AMERICAN EXCHANGE BANK,428
1,FIRST NB OF JEANERETTE,4290
0,CAPITAL ONE NATIONAL ASSN,4297
1,RIDDELL NATIONAL BANK,4318
1,FCN BANK NATIONAL ASSN,4319
2,FIRST NATIONAL BANK,4324
2,SECURITY FIRST NB OF HUGO,432
2,HORIZON BANK,4360
2,FIRST NB OF MONTEREY,4364
1,FIRST MERCHANTS BANK,4365
2,FIRST FINANCIAL BANK NA,4382
1,LNB COMMUNITY BANK,4398
1,SPRINGS VALLEY BANK&TRUST CO,4419
1,MIDWEST HERITAGE BANK FSB,4432
1,FIRST CITIZENS BANK,4433
2,CLINTON NATIONAL BANK,4439
2,FIRST NB IN CRESTON,4444
1,PS BANK,444
2,FIRST HERITAGE BANK,4457
1,MERCER COUNTY STATE BANK,445
2,FIRST BANK HAMPTON,4464
2,MIDSTATES BANK NATIONAL ASSN,4465
2,LOGAN STATE BANK,4476
2,FIRST NB OF MANNING,4477
2,FNNB BANK,4482
2,FIRST NB OF PRIMGHAR,4494
2,SECURITY NB OF SIOUX CITY IA,4506
2,CITIZENS 1ST NB STORM LAKE,4511
2,STATE BANK OF TOLEDO,4514
2,FIRST BANK,4519
1,PONY EXPRESS BANK,4526
2,FARMERS BANK OF NORTHERN MO,4539
2,HNB NATIONAL BANK,4540
1,CNB ST LOUIS BANK,4549
2,TPNB BANK,4556
2,FIRST NB OF NEVADA MISSOURI,4598
2,FARMERS NATIONAL BANK,4611
2,EXCHANGE BANK&TRUST,4619
2,FARMERS BANK&TRUST,4621
2,AMERICAN BK BAXTER SPRINGS,4624
2,FIRST BANK OF BELOIT,4630
2,FIRST HERITAGE BANK,4636
2,FIRST NB IN CIMARRON,4638
1,CONWAY BANK,4649
2,NINNESCAH VALLEY BANK,4652
2,FIRST NB OF DIGHTON,4654
1,FIRSTOAK BANK,4660
1,HOME BANK&TRUST CO,4664
2,ARMED FORCES BANK NA,4666
2,FIRST NB IN FRANKFORT,4668
2,GNBANK NATIONAL ASSN,4673
2,CITIZENS NATIONAL BANK,4678
2,FIRST NB OF HARVEYVILLE,4683
2,FIRST NATIONAL BANK OF HOPE,4690
2,HOWARD STB HOWARD KANSAS,4693
1,FIRST NB OF HUTCHINSON,4697
2,CENTRAL NATIONAL BANK,4702
2,SECURITY BANK OF KANSAS CITY,4705
2,CITIZENS BANK OF KANSAS,4707
2,FIRST NB OF LOUISBURG,4722
2,MARION NATIONAL BANK,4728
2,SOUTHWIND BANK,4735
2,FIRST OPTION BANK,4746
1,FIRST SECURITY BANK,4752
2,FIRST NATIONAL BANK&TRUST,4756
2,SJN BANK OF KANSAS,4766
1,SUNFLOWER BANK NATIONAL ASSN,4767
2,FIRST NB OF SCOTT CITY,4769
2,ELEVATE BANK NATIONAL ASSN,4770
1,SOLOMON STATE BANK,4773
2,FIRST NB OF SPEARVILLE,4774
2,PRAIRIE BANK OF KANSAS,4775
2,WESTERN NATIONAL BANK,4778
1,DREAM FIRST BANK NA,4779
1,EMPRISE BANK,4789
1,BANK OF THE FLINT HILLS,4791
2,FNB WASHINGTON,4792
2,FIRST NB OF KANSAS,4794
2,BANK OF COMMERCE&TRUST CO,4796
2,INTRUST BANK NATIONAL ASSN,4799
1,SOUTHWEST NATIONAL BANK,4801
1,SHORE UNITED BANK N A,4832
1,FIRST UNITED BANK&TRUST,4857
2,SECURITY BANK MIDWEST,485
1,SANDY SPRING BANK,4865
2,WESTERN DAKOTA BANK,492
1,MOUNTAIN COMMERCE BANK,4931
1,PEOPLES BANK OF THE SOUTH,4945
1,FIRST NB OF MIDDLE TENNESSEE,4952
2,FIRST NB OF ONEIDA,4958
1,FIRST FARMERS&COMMERCIAL BK,4960
1,BANKSTAR FINANCIAL,496
2,FIRST CITIZENS NATIONAL BANK,4972
1,FIRST HORIZON BANK,4977
1,TRUSTMARK NATIONAL BANK,4988
1,CITIZENS NB OF MERIDIAN,4993
2,BANK OF EVERGREEN,49
2,FNB OXFORD BANK,5005
2,FIRST CHOICE BANK,5006
2,CENTURY BANK&TRUST,5015
2,CITIZENS NB OF CHEBOYGAN,5018
1,SOUTHERN MICHIGAN BANK&TRUST,5019
2,FARMERS&MERCHANTS STATE BANK,501
1,DART BANK,5033
2,DAKOTA PRAIRIE BANK,504
1,SUPERIOR NATIONAL BANK,5058
2,GREAT PLAINS BANK,505
2,FIRST NATIONAL BANK&TRUST CO,5062
1,RANGE BANK,5072
2,FIRST NB OF ST IGNACE,5074
2,FIRST NB OF WAKEFIELD,5076
2,FIRST NB OF BAGLEY,5087
2,FIRST NB OF BEMIDJI,5093
1,STAR BANK,5095
2,FIRST BANK BLUE EARTH,5097
2,COMMUNITY SPIRIT BANK,50
2,B2 BANK NATIONAL ASSN,5105
2,FIRST SECURITY BANK CANBY,5107
2,WESTERN NATIONAL BANK,5110
2,FIRST NATIONAL BANK,5113
2,FIRST NB OF COKATO,5115
1,GRANITE BANK,5116
2,FIRST NB OF COLERAINE,5117
1,DEERWOOD BANK,5123
1,WESTERN NATIONAL BANK,5131
1,FIRST BANK ELK RIVER,5136
1,MINERS NB OF EVELETH,5141
2,FIRST NB OF FAIRFAX,5142
1,WELLS FARGO BANK S CNTL NA,5146
1,FIRST NB OF GILBERT,5150
1,FIRST NB OF HENNING,5162
1,BANK MIDWEST,5170
2,GLOBAL INNOVATIONS BANK,5175
2,FIRST NB OF LE CENTER,5180
2,FIRST FARMERS&MERCHANTS NB,5186
1,PIONEER BANK,5193
2,FIRST NB OF MCINTOSH,5196
2,COMMUNITY FIRST BANK,5197
2,FIRST NB OF MILACA,5198
1,BANK OF VERNON,51
1,FIRST NB OF MOOSE LAKE,5214
1,COMMUNITY RESOURCE BANK,5219
1,FIRST NB OF OSAKIS,5221
1,CITIZENS NB OF PARK RAPIDS,5223
1,FORESIGHT BANK,5229
2,FIRST NB OF PROCTOR,5232
1,FIRST NB MINNESOTA,5247
1,MINNESOTA NATIONAL BANK,5249
2,FIRST SECURITY BK SLEEPY EYE,5252
1,FIRST NATIONAL BANK NORTH,5269
2,FARMERS STATE BANK,526
1,KEEN BANK NATIONAL ASSN,5270
2,FIRST FINL BK IN WINNEBAGO,5278
2,WNB FINANCIAL N A,5280
2,AMERICAN BANK OF BEAVER DAM,5283
1,FIRST NATIONAL BANK&TRUST CO,5285
1,FORTIFI BANK,5286
2,PREMIERBANK,5295
1,ASSOCIATED BANK NA,5296
1,FORTE BANK,5297
2,CENTRAL BANK&TRUST,529
2,CITIZENS BANK OF WINFIELD,52
1,BANK FIRST N A,5304
1,STEPHENSON NB&T,5306
2,PESHTIGO NATIONAL BANK,5317
2,WOODTRUST BANK,5335
2,PILLAR BANK,5336
1,FIRST NB OF BANGOR,5337
1,FIRST NATIONAL CMTY BANK,5357
2,FIRST NB OF RIVER FALLS,5364
2,WEST PLAINS BANK,5369
1,FARMERS&MERCHANTS BK ASHLAND,5377
2,FIRST BANK OF BANCROFT,5380
2,FIRST COMMUNITY BANK,5384
2,WAYPOINT BANK,5394
1,CITY BANK&TRUST CO,5396
2,F&M BANK,5401
2,FIRST B&T OF FULLERTON,5405
2,GENOA COMMUNITY BANK,5408
2,FIRST NB OF GORDON,5410
1,SECURITY FIRST BANK,5415
2,FIRST NB OF JOHNSON,5422
2,SECURITY BANK,5424
2,BANK OF LEWELLEN,5425
2,FIRST NORTHEAST BANK OF NE,5432
2,MNB BANK,5434
2,FIRST BANK&TRUST CO,5438
2,MINDEN EXCHANGE B&T CO,5439
1,PLATTE VALLEY BANK,5442
1,FIRST NATIONAL BANK OF OMAHA,5452
2,FIRST NATIONAL BANK IN ORD,5460
2,CITIZENS BANK&TRUST CO,5469
2,CATTLE BANK&TRUST,5472
2,JONES BANK,5473
2,STANTON STATE BANK,5478
2,FIRSTBANK OF NEBRASKA,5486
